open_time,open,high,low,close,volume,rsi,stoch_k,williams_r,roc,tsi,sma_20,ema_20,sma_50,ema_50,sma_200,ema_200,adx,cci,ichimoku_a,ichimoku_b,bollinger_hband,bollinger_lband,atr,keltner_hband,keltner_lband,obv,typical_price,money_flow,positive_flow,negative_flow,mfi,cmf,macd,macd_signal,rolling_std_10,rolling_std_20,bb_width,ema_diff,rolling_mean_5,rolling_std_5,time_index,close_next
2024-12-15 02:00:00,102134.48,102155.28,101877.2,101928.0,550.82269,68.51805416085568,83.05764821487053,-16.94235178512948,0.007446632598165248,,,,,,,,0.0,170.8890037374555,,101403.19,,,310.8450218658904,101609.686875,100990.670625,1430.6256600000002,101986.82666666666,56176658.20909706,56176658.20909706,0.0,78.80653779566748,,,,340.21244754155515,,,229.18296722702507,101724.046,294.209127118792,15,101831.15
2024-12-15 02:30:00,101928.01,101987.65,101775.88,101831.15,177.51029,64.99409086321893,76.95709138552196,-23.042908614478037,0.00748426806792768,,,,,,,,0.0,112.57961534946314,,101403.19,,,303.76823458975457,101637.15607843138,101029.63843137254,1253.1153700000002,101864.89333333333,18082066.756419066,0.0,18082066.756419066,74.06259322856161,,,,323.76590416360756,,,238.17300668012467,101784.228,274.78954559808477,16,101804.19
2024-12-15 03:00:00,101831.16,101931.73,101789.51,101804.19,99.11065,64.00722013437817,75.25888785305756,-24.74111214694244,0.006169303453114061,,,,,,,,0.0,90.94733412039398,,101403.19,,,292.22907497620076,101656.42685185185,101066.85796296297,1154.0047200000001,101841.81,10093607.9862765,0.0,10093607.9862765,75.39136669407259,,,,302.7720895693797,,,240.35160731511132,101856.582,199.6418314632502,17,101733.82
2024-12-15 03:30:00,101804.19,101839.68,101722.31,101733.82,117.21287,61.38713093321204,67.76898613053899,-32.231013869461,0.006093793930890268,,,,,,,,0.0,62.83187014956298,,101403.19,,,279.7391410493289,101668.33280701753,101097.43912280702,1036.79185,101765.27,11928199.3630249,0.0,11928199.3630249,80.35181082513583,,,,247.19890378439356,,,233.70587724490906,101886.32800000001,155.2143062671698,18,102612.58
2024-12-15 04:00:00,101733.83,102850.0,101733.82,102612.58,1026.98233,75.09644795778804,87.85246128106351,-12.147538718936495,0.01207815520574429,,101463.5665,101572.59632019019,,,,,0.0,166.32380123267743,,101729.705,102333.22008874152,100593.91291125848,339.48491668866205,101760.66516666666,101106.69816666667,2063.7741800000003,102398.8,105161758.21320401,105161758.21320401,0.0,84.05641298961557,0.26168322510203457,,,362.87229951684526,446.1228779309876,1739.307177483046,295.93630665150704,101981.948,359.3440391463299,19,102366.17
2024-12-15 04:30:00,102612.58,102679.4,102160.38,102366.17,761.50715,67.82461617728899,75.24495131672518,-24.755048683274826,0.009329225004929942,,101537.076,101648.17476588636,,,,,0.0,138.1692280972954,,101729.705,102449.86869645196,100624.28330354804,352.3088512108997,101849.99266666666,101165.22666666667,1302.2670300000004,102401.98333333334,77979842.48251417,77979842.48251417,0.0,86.10904953125495,0.23101930996768713,,,375.28566642843884,468.2527732505701,1825.585392903915,321.66320938715944,102069.58200000001,394.5979354608934,20,102451.61
2024-12-15 05:00:00,102366.17,102511.81,102243.27,102451.61,253.87035,68.94743454518888,77.95100839033893,-22.048991609661076,0.009074833271348393,,101600.87749999999,101724.69240723051,,,,,0.0,121.13938518919284,,101729.705,102579.67604766699,100622.07895233299,346.3253618386921,101914.2295,101233.55350000001,1556.1373800000003,102402.23,25996889.9708805,25996889.9708805,0.0,89.14091882101742,0.21837552807788352,,,388.170039958105,502.11306047936773,1957.5970953340002,344.96966356024495,102193.674,398.4129687020728,21,102159.29
2024-12-15 05:30:00,102451.61,102500.0,102107.92,102159.29,231.52456,61.09229048900896,61.723975506358634,-38.276024493641366,0.007066767531768159,,101643.165,101766.08265416094,,,,,0.0,82.1000876960431,,101729.705,102641.53667554975,100644.79332445023,349.59355027878564,101969.01,101275.103,1324.6128200000003,102255.73666666665,23674714.439225864,0.0,23674714.439225864,84.943292213454,0.18305844325851706,,,339.11859619372905,512.1538632245192,1996.743351099518,335.97945342736784,102264.69399999999,338.82032322456706,22,102029.42
2024-12-15 06:00:00,102159.29,102169.9,102009.62,102029.42,175.25502,57.934327700447845,49.122676487729784,-50.877323512270216,0.0043739686601647065,,101686.167,101791.16240138371,,,,,0.0,34.85642518880628,,101729.705,102673.23004473628,100699.10395526372,336.07115383030083,102002.09766666665,101327.92766666666,1149.3578000000002,102069.64666666667,17888217.9679596,0.0,17888217.9679596,81.59926526518606,0.17146484222683664,,,296.2916260281468,506.35265802133836,1974.1260894725565,314.7470158198121,102323.81399999998,231.9739343762602,23,101759.8
2024-12-15 06:30:00,102029.41,102103.94,101759.8,101759.8,242.1564,51.932447307354686,32.40578847513134,-67.59421152486865,-0.003668496672230459,,101736.15699999999,101788.17550601382,,,,,0.0,-18.48191811725894,,101729.705,102627.12543672716,100845.18856327282,336.6474999852793,102042.718,101390.13200000001,907.2014000000003,101874.51333333332,24669565.400551997,0.0,24669565.400551997,77.52468533437738,0.16254282987811924,,,315.2436822540148,457.0571642366113,1781.9368734543386,273.0169064028305,102153.258,275.91976581970385,24,101858.71
2024-12-15 07:00:00,101759.81,101915.87,101716.0,101858.71,160.11854,53.82241910469627,38.53837282839222,-61.46162717160778,-0.0006797935797817622,,101770.363,101794.89307686966,,,,,0.0,-39.49974640216343,102006.35250000001,101729.705,102624.22300138432,100916.50299861567,326.877678557759,102070.84266666666,101440.97266666667,1067.3199400000003,101830.19333333334,16304901.884451067,0.0,16304901.884451067,74.67367813343054,0.14535527190190578,245.10132886643987,,319.3873284621371,438.02093856586157,1707.7200027686486,245.10132886643987,102051.76599999999,271.31657842822636,25,101732.09
2024-12-15 07:30:00,101858.72,101941.18,101534.01,101732.09,239.59223,51.05491870544832,21.604639583727838,-78.39536041627215,-0.0009727868142508367,,101803.2335,101788.9118314535,,,,,0.0,-78.53880618118963,101960.85500000001,101729.705,102595.8576354457,101010.6093645543,332.6128443750618,102115.60949999999,101460.2455,827.7277100000003,101735.76000000001,24375097.609144803,0.0,24375097.609144803,73.79209037568212,0.14817418418528802,210.33623160723073,,328.6976456596257,406.6076021537509,1585.248270891403,210.33623160723073,101907.862,182.50099827124802,26,101764.7
2024-12-15 08:00:00,101732.09,101821.74,101581.07,101764.7,262.05229,51.74312219652162,17.529768463286302,-82.4702315367137,-0.00038790151957401875,,101832.46949999999,101786.60594274364,,,,,27.820007738158125,-89.30837508194845,101960.85500000001,101729.705,102572.36275336769,101092.57624663229,326.0454983482715,102144.81749999999,101494.5365,1089.7800000000004,101722.50333333334,26656614.943032637,0.0,26656614.943032637,69.01874221462475,0.14560865015389976,183.30299322344945,,332.20768686163575,379.5572304045604,1479.7865067353996,183.30299322344945,101828.944,121.82520564318439,27,102015.15
2024-12-15 08:30:00,101764.71,102015.16,101764.22,102015.15,172.80407,56.77051479650966,36.5610680932224,-63.4389319067776,0.0027653537437204445,,101877.3455,101808.37204343472,,,,,26.958000283104884,-23.13496807056846,101918.20499999999,101729.705,102543.57514189463,101211.11585810536,320.68081989482374,102186.13483333333,101532.36883333334,1262.5840700000003,101931.51000000001,17614179.789245702,17614179.789245702,0.0,61.96405917381947,0.17842082573677992,180.0130999800458,,314.17925165945223,341.76859505066653,1332.4592837892706,180.0130999800458,101826.09,115.98151167321161,28,102025.85
2024-12-15 09:00:00,102015.15,102148.94,101919.6,102025.85,170.44553,56.97673649392003,37.37414418042759,-62.62585581957241,-0.005717914898933363,,101909.238,101829.08422977426,,,,,26.54342816371714,6.955081091517954,101876.3075,101729.705,102538.77141701934,101279.70458298066,314.1564756166218,102218.35666666666,101575.91166666667,1433.0296000000003,102031.46333333333,17390806.844525564,17390806.844525564,0.0,58.43318742571605,0.148190052695088,176.2376782083884,,251.06868256617452,322.9438288880176,1259.0668340386765,176.2376782083884,101879.3,137.0766365942907,29,102264.34
2024-12-15 09:30:00,102025.85,102270.95,102020.63,102264.34,191.55234,61.39698419838838,55.49662231475914,-44.50337768524086,-0.0009947622344373963,,101951.45499999999,101870.53716027195,,,,,26.492138774281777,47.02617857934067,101911.0025,101729.705,102556.8738176296,101346.03618237037,309.5967273582911,102261.987,101608.055,1624.5819400000003,102185.30666666669,19573834.6056176,19573834.6056176,0.0,62.89342590838324,0.17742378062840136,190.29616339346103,,236.9699847940498,310.5733004164865,1210.8376352592313,190.29616339346103,101960.426,217.99353850516144,30,102184.99
2024-12-15 10:00:00,102264.34,102450.22,102151.92,102184.99,247.70691,59.21701087455723,49.466941238155904,-50.533058761844096,-0.0026023993180780414,,101984.19249999999,101900.48504976986,,,,,26.898635271701828,60.63968188792488,101932.44,101729.705,102565.28481032171,101403.10018967827,308.78981826127045,102305.59583333333,101642.71383333333,1376.8750300000002,102262.37666666666,25331097.333356097,25331097.333356097,0.0,66.51737558849229,0.13082729831389095,192.81211431174597,,192.0082983853751,298.0940654766188,1162.184620643442,192.81211431174597,102051.00600000001,191.93274246464452,31,102280.0
2024-12-15 10:30:00,102185.0,102348.49,102147.58,102280.0,142.92298,61.00246370555435,56.686600962013564,-43.313399037986436,0.001181586128877754,,102026.07149999999,101936.62933074417,,,,,27.255044428710583,50.75874248853116,101932.44,101729.705,102564.07688808735,101488.06611191263,301.08411695689426,102343.75749999999,101690.09449999999,1519.7980100000002,102258.69,14615116.7056962,0.0,14615116.7056962,66.1086076364981,0.12776311537935534,200.16515717581206,,207.7229268493183,275.99094074140464,1076.0107761747204,200.16515717581206,102154.06599999999,127.19376844010715,32,102454.9
2024-12-15 11:00:00,102280.01,102568.33,102228.01,102454.9,212.22411,64.11680106322825,80.39968918883524,-19.600310811164768,0.004170169741237295,,102069.56199999999,101985.98844210187,,,,,28.113575218882232,99.51819093264761,101998.875,101729.705,102598.49483417087,101540.62916582912,303.8866800314023,102390.91166666665,101728.46266666667,1732.02212,102417.08,21735373.6517988,21735373.6517988,0.0,58.117125565037014,0.12838841499059248,217.59714053451899,205.50053644720904,254.63118967758902,271.33681878318157,1057.8656683417503,217.59714053451899,102242.016,155.9170026969155,33,102671.44
2024-12-15 11:30:00,102454.9,102691.01,102342.29,102671.44,400.88592,67.56990543840101,98.30855661192805,-1.6914433880719475,0.008958744022688814,,102096.41,102051.26954285408,,,,,29.176163920699004,135.49018924009877,102030.1175,101729.705,102686.74485301143,101506.07514698857,307.0890600291594,102406.054,101774.43,2132.9080400000003,102568.24666666666,41118165.9277536,41118165.9277536,0.0,53.24601218344255,0.04132355163064902,246.04878401459428,213.6101859606861,303.9503094640517,302.8353898355519,1180.6697060228616,246.04878401459428,102371.13399999999,194.6537885066325,34,102741.56
2024-12-15 12:00:00,102671.44,102988.0,102533.33,102741.56,947.08744,68.62288518558944,83.0507775156637,-16.949222484336303,0.008667398202863552,,102137.08799999999,102117.01149115368,,,,,30.723038038909145,164.7171678663106,102198.5525,101798.705,102784.73586637803,101489.44013362195,317.6305557413621,102453.257,101803.974,3079.9954800000005,102754.29666666668,97317303.77903388,97317303.77903388,0.0,61.83425432880987,0.08201420955415921,271.1296011683444,225.11406900221778,343.5731227296215,332.2363453390047,1295.295732756087,271.1296011683444,102466.57800000001,240.74003971084883,35,102946.54
2024-12-15 12:30:00,102741.56,103359.97,102712.62,102946.54,1361.11107,71.53274252348672,77.35821157089936,-22.641788429100643,0.011937727810369392,,102192.8575,102196.01420628189,,,,,32.70907486027115,178.86337389979337,102430.325,101984.69,102913.50284022986,101472.21215977013,341.1819446169795,102532.11016666667,101839.26916666667,4441.10655,103006.37666666666,140203119.5615897,140203119.5615897,0.0,75.3345595452462,0.02947265278601346,304.0416989250516,240.89959498678456,368.2512323898317,369.6832593034442,1441.2906804597296,304.0416989250516,102618.888,258.31333012444094,36,102692.17
2024-12-15 13:00:00,102946.55,102987.43,102586.49,102692.17,441.15232,63.644849067137606,63.4274573375101,-36.5725426624899,0.009113867578836254,33.30781272199167,102237.2565,102243.26713901696,,,,,33.941081192954776,102.4712374488872,102469.17,101984.69,102966.01896542411,101508.4940345759,345.4503771443372,102590.72383333332,101872.01083333333,3999.9542300000003,102755.36333333333,45330766.92694293,0.0,45330766.92694293,71.45024403031309,0.01142397033848457,306.07104390338645,253.93388477010495,322.64312965801827,373.84725666867075,1457.5249308482162,306.07104390338645,102701.322,175.67829922895018,37,102784.65
2024-12-15 13:30:00,102692.16,102961.62,102473.01,102784.65,476.11414,65.1494868113658,68.49219040942819,-31.507809590571807,0.007542997290108433,33.66567442545595,102289.798,102294.82741149154,,,,,34.5519397353958,84.06721503578179,102541.14499999999,101984.69,103017.32158105014,101562.27441894985,355.6760644911703,102658.01033333334,101902.17333333334,4476.06837,102739.76000000001,48915852.47620641,0.0,48915852.47620641,68.33711115985513,0.0386936177195646,311.55031938325556,265.4571716927351,304.5760826386748,373.21172239445855,1455.0471621002944,311.55031938325556,102767.272,109.4579831258241,38,102896.75
2024-12-15 14:00:00,102784.65,103061.88,102697.22,102896.75,451.54719,66.93583468971207,74.63142675633642,-25.368573243663583,0.008536071985678184,34.39963677163112,102304.00649999999,102352.15337230187,,,,,35.30490214134567,95.22225015486781,102600.38249999999,101984.69,103066.45226020266,101541.56073979732,356.3177741703726,102644.75850000001,101964.0735,4927.61556,102885.28333333333,46457560.5815205,46457560.5815205,0.0,72.74395860420704,-0.030949976317747194,321.2352181850438,276.6127809911968,275.59149536137943,391.12642230352395,1524.8915204053337,321.2352181850438,102812.334,106.4801170640436,39,102994.37
2024-12-15 14:30:00,102896.75,103004.0,102622.99,102994.37,537.14369,68.45233317392024,79.44797346674872,-20.55202653325128,0.0071386565444024885,35.386001066155536,102335.4165,102413.31686065407,,,,,35.64343667619609,81.56326911059865,102600.38249999999,101984.69,103155.12661774349,101515.70638225653,358.0815045867742,102661.44816666667,101994.56416666666,5464.75925,102873.78666666667,55258005.37440613,0.0,55258005.37440613,69.10593396830487,0.059341013222289664,332.94965208177746,287.880155209313,275.9207994273578,420.502417894992,1639.420235486963,332.94965208177746,102862.896,123.18444333588712,40,102903.44
2024-12-15 15:00:00,102994.37,103039.99,102736.0,102903.44,349.79744,65.44147321775336,71.3908820303933,-28.609117969606697,0.007030876061151492,35.433392022596045,102358.008,102459.99525487749,,,,,36.03421400255784,76.4417293068297,102620.48999999999,101984.69,103213.41031883251,101502.6056811675,354.21782568771926,102687.76633333333,102017.33733333333,5114.96181,102893.14333333333,35991758.13155306,35991758.13155306,0.0,73.81846194404369,0.044476277595018494,331.0796541138843,296.52005499022727,226.1748305968704,438.8121307227996,1710.8046376650163,331.0796541138843,102854.276,117.23225187623375,41,102704.01
2024-12-15 15:30:00,102903.44,102979.66,102704.0,102704.01,354.24367,59.28264804409924,54.45892374875841,-45.54107625124159,0.004145580758701639,33.78135167642252,102385.244,102483.23475441297,,,,,36.22773673419981,47.930276027636125,102649.06,101984.69,103248.25711483433,101522.23088516569,348.60655242431096,102708.95300000001,102050.166,4760.71814,102795.89,36414793.3345163,0.0,36414793.3345163,68.94084556772415,0.019420281581795026,309.9326226106641,299.20256851431463,161.5930589851878,442.7163866927976,1726.0262296686415,309.9326226106641,102856.644,113.18909170045147,42,103143.25
2024-12-15 16:00:00,102704.0,103226.11,102583.65,103143.25,360.1428,66.71308610384092,83.8188958740871,-16.181104125912892,0.006718565925104558,34.27441480690582,102440.93549999999,102546.0933492308,,,,,36.94256041146202,88.46080712462717,102681.73999999999,101984.69,103347.5654901829,101534.30550981709,369.59608439400347,102778.79650000001,102071.7915,5120.86094,102984.33666666667,37089067.363276005,37089067.363276005,0.0,69.86037610933157,0.07065978361538855,324.87152815533045,304.3363604425178,154.66412877218295,465.0913716394175,1813.2599803658086,324.87152815533045,102928.364,160.0688548093448,43,103127.08
2024-12-15 16:30:00,103143.25,103490.0,102957.89,103127.08,732.15918,66.23389580943623,72.96524187661099,-27.034758123389008,0.004437845617047964,34.52853109120611,102509.2995,102601.42541120881,,,,,38.08098452084381,143.44717221976123,102746.755,102049.705,103406.32410067662,101612.27489932337,381.20422122300323,102854.05216666668,102128.25016666666,4388.70176,103191.65666666668,75552718.72790821,75552718.72790821,0.0,72.19936225473785,0.06347038194589136,331.5836447141919,309.78581729685266,163.77702299832458,460.16391079102584,1794.0492013532494,331.5836447141919,102974.43000000001,180.53142039538798,44,103028.0
2024-12-15 17:00:00,103127.08,103195.32,102978.93,103028.0,205.3898,63.23662274421283,65.58454135069496,-34.41545864930503,0.0027879662329441945,33.89077937794126,102567.764,102642.05156252225,,,,,39.13809262241262,95.7513929963627,102746.755,102049.705,103439.62261549685,101695.90538450314,369.4317768499326,102916.73933333335,102189.28533333333,4183.31196,103067.41666666667,21168996.095683336,0.0,21168996.095683336,69.08627464524635,0.04122647206110727,325.1598768362164,312.86062920472546,159.25992668860968,447.2540327893494,1743.7172309937014,325.1598768362164,102981.156,182.07987321496174,45,103164.0
2024-12-15 17:30:00,103028.01,103368.19,103009.27,103164.0,288.06944,65.5416600343695,74.16778262902253,-25.832217370977475,0.0021123585115148114,33.94991469558046,102639.35949999999,102691.76093752013,,,,,40.40860960587024,126.75347511399784,102746.755,102049.705,103458.5438807221,101820.17511927788,368.68093564636587,102986.56316666667,102263.93416666666,4471.3814,103180.48666666668,29723145.012994137,29723145.012994137,0.0,71.71992023401596,0.03698584273816482,327.2704874522169,315.7426008542237,176.85371028048365,420.23272049358997,1638.3687614442315,327.2704874522169,103033.268,191.3283629522228,46,103194.74
2024-12-15 18:00:00,103164.01,103272.89,102984.58,103194.74,199.21612,66.05965841472491,74.27398907389558,-25.726010926104426,0.0048939466368274065,34.12964718079154,102710.8615,102739.66370537535,,,,,41.4423076193138,101.17157266317754,102774.41500000001,102049.705,103458.72282228581,101963.00017771419,362.9401545287682,103060.35683333334,102332.96383333333,4670.59752,103150.73666666668,20549289.533875067,0.0,20549289.533875067,68.86326789821217,0.03161114911445962,327.6467152858095,318.1234237405409,168.6280666271768,383.64476351351277,1495.7226445716224,327.6467152858095,103131.414,63.09785955148021,47,103204.0
2024-12-15 18:30:00,103194.73,103358.89,103143.53,103204.0,182.34208,66.22437195076544,71.8777962418511,-28.122203758148903,0.004079889360911526,34.31834019930698,102770.30399999999,102783.88620962531,,,,,42.55236732511366,119.00869608989902,102774.41500000001,102049.705,103475.28423513859,102065.32376486139,352.39871491957047,103123.77600000001,102399.94099999999,4852.939600000001,103235.47333333333,18824170.937384535,18824170.937384535,0.0,67.88391472329593,0.0009448047381090886,324.9463044399163,319.487999880416,162.81606412683834,361.64722995005627,1409.9604702772049,324.9463044399163,103143.564,71.26689890810981,48,103376.3
2024-12-15 19:00:00,103203.99,103455.0,103200.0,103376.3,328.90993,69.21781813982928,88.81994906537955,-11.180050934620448,0.004660497051656165,35.24062914301022,102837.8265,102840.30657061338,102123.81300000001,102275.36079955524,,,43.74632552371929,139.51002822239693,102774.41500000001,102049.705,103502.17870981876,102173.47429018123,345.4416638538869,103190.67416666666,102464.27316666665,5181.84953,103343.76666666666,33990791.06026966,33990791.06026966,0.0,64.7330330834071,0.01738464578881445,332.8722354929487,322.16484700292256,186.1996752264191,340.8054927169966,1328.7044196375355,332.8722354929487,103193.408,124.28604636072811,49,103252.95
2024-12-15 19:30:00,103376.3,103376.3,103178.47,103252.95,145.69087,64.7907177234236,76.69101957738015,-23.308980422619857,0.0025106226680158272,34.8476594754735,102887.257,102879.60594484067,102170.95239999998,102313.69763094523,,,44.711084769832105,90.3419860784433,102774.41500000001,102049.705,103519.93267701317,102254.58132298682,334.89797357860937,103242.24633333334,102521.09433333334,5036.15866,103269.24,15045385.4198388,0.0,15045385.4198388,53.358187245223704,-0.008515936845172116,325.4487087055313,322.8216193434443,190.29187096838072,324.5557742531682,1265.351354026352,325.4487087055313,103238.39800000002,83.44613244472718,50,103223.08
2024-12-15 20:00:00,103252.96,103404.16,103132.0,103223.08,213.52568,63.727772323008764,73.75392088417813,-26.246079115821875,0.003106212970139799,34.2391506859944,102939.1615,102912.31775961774,102211.9024,102349.35968463366,,,45.286078511083346,74.5358198421706,102774.41500000001,102049.705,103499.00240008776,102379.32059991224,330.4166897515661,103290.47450000001,102571.9365,4822.63298,103253.08,22047184.1190944,0.0,22047184.1190944,55.8577807813453,0.006116461752378977,313.54094602358236,320.9654846794719,178.24596136606954,287.1923220509555,1119.6818001755164,313.54094602358236,103250.21399999999,73.91636747015761,51,103144.83
2024-12-15 20:30:00,103223.08,103260.0,103066.67,103144.83,207.99598,60.90866844899917,61.91647818171832,-38.08352181828168,0.004292140102416742,32.973771413555184,102982.403,102934.46178251128,102248.5282,102380.55459896175,,,45.36766793166232,29.18877046747432,102879.74,102049.705,103459.37643100436,102505.42956899565,320.62478334074007,103335.01933333333,102617.23933333333,4614.637000000001,103157.16666666667,21456275.974856667,0.0,21456275.974856667,59.12424543682756,-0.00409158541994114,294.39622089073237,315.65163192172406,91.23443003227614,244.68220736512674,953.9468620087137,294.39622089073237,103240.23199999999,85.70988665249267,52,102720.0
2024-12-15 21:00:00,103144.83,103197.67,102634.5,102720.0,386.70219,48.39239662220731,15.04385722954763,-84.95614277045237,-0.004103516226219406,27.859712419016237,102995.65800000001,102914.03685084353,102279.5406,102393.8661833162,,,43.0588106112895,-104.03786336702106,102835.93,102049.705,103425.68132223273,102565.63467776729,337.94944167354424,103367.84400000001,102627.77900000001,4227.934810000001,102850.72333333333,39772599.956084095,0.0,39772599.956084095,49.94157517181167,-0.04368961844000192,242.15227703005075,300.9517609433894,173.90228474628813,220.59730975125493,860.0466444654448,242.15227703005075,103143.432,250.92933003134448,53,102859.06
2024-12-15 21:30:00,102720.0,103127.54,102634.25,102859.06,346.81512,51.8782493178473,30.386715948585174,-69.61328405141482,-0.002598929398563432,24.536263778106317,103005.039,102908.800960287,102321.5218,102412.10907808812,,,40.91372497440169,-94.03089305900141,102874.7125,102049.705,103414.0333586849,102596.04464131511,349.0451958397192,103390.341,102635.819,4574.749930000001,102873.61666666665,35678125.709084,35678125.709084,0.0,60.195620956964795,-0.0893677079221149,209.55394748644903,282.6721982520013,195.96768294792378,209.80967906782413,817.9887173697934,209.55394748644903,103039.984,237.1679785088522,54,103168.01
